,brewery_id,latitude,longitude,name,address1,city,state,code,country,phone,website
205,223,51.9657,7.6214,Brauerei Gbr. Maisel KG,Hindenburgstrasse 9,Bayreuth,,95445,Germany,+49 (0) 9 21/4 01-0,http://www.maisel.com/
206,224,48.1306,15.1386,Brauerei Grieskirchen AG,Stadtplatz 14,Grieskirchen,,,Austria,43-0-72-48/607-0,
207,225,48.0778,9.3996,Brauerei Gss,Brauhausgasse 1,Leoben-Gss,,,Austria,43-0-38-42/20-90-58-,
208,227,44.4105,-95.4107,Brauerei Hrle,Am Hopfengarten 5,Leutkirch im AllgÃÂ¤u,Baden-WÃÂ¼rttemberg,,Germany,49-(0)7561-/-9828-0,
209,228,49.6993,9.2492,Brauerei Hrlimann,Brandschenkestrasse 150,Zrich,,,Switzerland,41-01-/-288-26-26,
210,229,51.2404,6.7516,Brauerei im Fchschen,Ratinger Strasse 28,DÃÂ¼sseldorf,Nordrhein-Westfalen,,Germany,49-211-/-13747-0,
211,230,47.6651,9.175,Brauerei Leibinger,Friedhofstrae 20-36,Ravensburg,Baden-Wrttemberg,,Germany,49-(0)751-/-22469,
212,231,43.0646,141.347,Brauerei Locher AG,Alte Eggerstandenstrasse 1,Appenzell,,,Switzerland,41-071-/-787-13-18,
213,232,50.9394,6.9594,Brauerei Reissdorf,Emil-Hoffmann-Strae 4-10,Kln,Nordrhein-Westfalen,,Germany,49-(0)2236-/-9655-0,
214,233,47.5585,8.9006,Brauerei Schtzengarten,St. Jakobstrasse 37,Sankt-Gallen,,,Switzerland,41-071-/-243-43-43,
215,234,47.0679,15.4417,Brauerei Schumacher,Oststrae 123,Dsseldorf,Nordrhein-Westfalen,,Germany,49-(0)211-/-828902-0,
216,235,41.254,-95.9993,Brauerei Schwelm,Neumarkt 1,Schwelm,Nordrhein-Westfalen,,Germany,49-(0)2336-/-4908-0,
217,236,39.7236,-105.001,Brauerei Spezial,Obere Knigsstrae 10,Bamberg,Bayern,,Germany,49-(0)951-/-24304,
218,237,39.7236,-105.001,Brauerei und Altbierkche Pinkus Mller,Kreuzstrae 4-10,Mnster,Nordrhein-Westfalen,,Germany,49-(0)251-/-45151,http://www.pinkus-mueller.de/
219,238,50.6718,6.122000000000001,Brauerei Wieselburg,,Wieselburg,,3250,Austria,+43-(0)7416-501-0,http://www.wieselburger.at
220,239,41.347,-81.8226,Brauereigasthof Adler,Ortsstrae 1,Herbertingen,Baden-Wrttemberg,,Germany,49-(0)7586-/-378,
221,240,37.3861,-122.084,Brauhaus am WaldschlÃÂ¶sschen,Am Brauhaus 8b,Dresden,Sachsen,1099,Germany,+49 351 - 652 39 00,http://www.waldschloesschen.de
222,241,57.683,-2.003,Brauhaus Brew Hall,111 Main Street,Lucan,Minnesota,56255,United States,1-507-747-2796,http://www.braubrothersbrewing.com/
223,242,39.3028,-76.6164,Brauhaus Faust,Hauptstrae 219,Miltenberg,Bayern,,Germany,49-(0)9371-/-9713-0,
224,243,41.4548,-70.565,Brauhaus Johann Albrecht - Dsseldorf,Niederkasseler Strae 104,Dsseldorf,Nordrhein-Westfalen,,Germany,49-(0)211-/-570129,
225,244,50.8527,4.3311,Brauhaus Johann Albrecht - Konstanz,Konradigasse 2,Konstanz,Baden-Wrttemberg,,Germany,49-(0)7531-/-25045,
226,245,48.9739,14.475,Brauhaus Onuma,Onuma,Onuma,Hokkaido,,Japan,81-0138-67-2227,
227,246,51.3144,4.989,Brauhaus Sion,Unter Taschenmacher 5-7,Kln,Nordrhein-Westfalen,,Germany,49-(0)221-/-2578540,
228,247,42.8606,-90.1772,Brauhaus Sternen,Hohenzornstrasse 2,Frauenfeld,,,Switzerland,41-052-728-99-09,
229,248,50.853,4.1649,Brausttte der Steirerbrau Aktiengesellschaft,Reiningshausstrae 1-7,Graz,,,Austria,43-0316/502-3545,
230,249,42.6818,-74.9255,Breckenridge BBQ of Omaha,,Omaha,Nebraska,,United States,,
231,250,42.5847,-87.8212,Breckenridge Brewery,471 Kalamath Street,Denver,Colorado,80204,United States,303-623-2739,http://www.breckbrew.com/
232,254,42.4965,-90.6652,Brennerei-Distillerie Radermacher,Spitalstrasse 50,Raeren,Lige,,Belgium,32-(0)87-85.82.32,
233,255,45.5311,-122.685,Brew Kettle Taproom & Smokehouse BOP,8377 Pearl Road,Strongsville,Ohio,44136,United States,1-440-239-8788,
234,256,39.3628,-77.4265,Brew Makers,,Mountain View,California,,United States,,
235,257,38.8097,-104.82600000000001,BrewDog Ltd,AB43 8UE,Fraserburgh,,,United Kingdom,+44 1346 519 009,http://brewdog.com/
236,258,39.8735,-86.1427,Brewer's Art,1106 N. Charles St.,Baltimore,Maryland,21201,United States,410-547-6925,http://www.belgianbeer.com
237,259,40.7215,-73.9575,Brewery at Martha's Vineyard,,Oak Bluffs,Massachusetts,,United States,,
238,260,55.6145,-3.4107,Brewery Belle-Vue,Delaunoystraat 58/60,Molenbeek,Brussel,,Belgium,32-024-12-44-11,
239,261,52.3666,4.9263,Brewery Budweiser Budvar,,,Ceske Budejovice,,Czech Republic,,http://www.budvar.cz/
240,262,51.2974,4.6881,Brewery Corsendonk,Steenweg op Mol 118,Oud-Turnhout,Antwerpen,,Belgium,,
241,263,50.8961,2.7222,Brewery Creek Brewing,23 Commerce Street,Mineral Point,Wisconsin,53565,United States,1-608-987-3298,http://www.brewerycreek.com/
242,264,50.4431,4.4147,Brewery De Troch,Langestraat 20,Ternat,Vlaams Brabant,,Belgium,32-02-582-10-27,
243,265,50.8853,4.7008,Brewery Ommegang,656 County Highway 33,Cooperstown,New York,13326,United States,1-800-544-1809,
244,266,50.8628,3.2992,Brewmasters Restaurant and Brewery South,,Kenosha,Wisconsin,,United States,,
245,267,50.7767,3.2785,Brewpub-on-the-Green,,Fremont,California,,United States,,
246,268,50.7123,4.2197,Breznak,,,,,Czech Republic,,http://drinksunion.qbizm.cz/de/pages/vyrobky_p_breznak.htm
247,269,51.0138,4.2018,Brick Brewing,1 Old Brewery Lane,Formosa,Ontario,0,Canada,1-519-367-2995,
248,270,51.2986,5.4896,Bricktown Brewery,299 Main Street,Dubuque,Iowa,52001,United States,1-563-582-0608,
249,271,50.985,4.2226,BridgePort Brewing,1313 NW Marshall Street,Portland,Oregon,97209,United States,1-503-241-7179,http://www.bridgeportbrew.com/
250,272,51.0281,2.9038,Brimstone Brewing,4607 Wedgewood Boulevard,Frederick,Maryland,20176,United States,1-888-258-7434,
251,273,51.2094,3.2252,Bristol Brewing,1647 South Tejon Street,Colorado Springs,Colorado,80906,United States,1-719-633-2555,
252,274,50.9098,4.2505,Broad Ripple Brewing,842 East 65th Street,Indianapolis,Indiana,46220,United States,1-317-253-2739,
253,110,51.544,5.1285,Brooklyn Brewery,79 North Eleventh Street,Brooklyn,New York,11211,United States,1-718-486-7422,http://www.brooklynbrewery.com/
254,276,51.0228,4.1572,Broughton Ales,Broughton,The Borders,Scotland,,United Kingdom,44-(01899)-830345,http://www.broughtonales.co.uk/
255,277,50.8105,3.1857,Brouwerij 't IJ,Funenkade 7,Amsterdam,,0,Netherlands,31-020-3201786,
256,278,51.1968,3.2527,Brouwerij Abdij der Trappisten van Westmalle,Antwerpsesteenweg 476,Westmalle,Antwerpen,,Belgium,32-033-12-05-35,http://www.trappistwestmalle.be
257,279,50.971000000000004,4.191,Brouwerij Abdij Saint Sixtus,Donkerstraat 12,Westvleteren,West-Vlaanderen,,Belgium,32-057-40-10-57,
258,280,51.2515,5.546,Brouwerij Alken-Maes,Rue Derbque 7,Jumet,Hainaut,,Belgium,32-071-34-02-22,
259,281,51.0442,4.3257,Brouwerij Artois,Vaartstraat 94,Leuven,Vlaams Brabant,,Belgium,32-016-24-71-11,
260,282,50.9882,5.0554,Brouwerij Bavik - De Brabandere,Rijksweg 33,Bavikhove,West-Vlaanderen,,Belgium,32-56-71-13-79,
261,284,51.0325,4.473,Brouwerij Bockor,Kwabrugstraat 5,Bellegem,West-Vlaanderen,,Belgium,32-056-21-51-71,
262,286,50.7763,5.166,Brouwerij Boon,Fonteinstraat 65,Lembeek,Vlaams Brabant,,Belgium,32-2-356-66-44,
263,287,50.8439,3.617,Brouwerij Bosteels,Kerkstraat 92,Buggenhout,Oost-Vlaanderen,,Belgium,32-052-33-22-82,
264,288,50.818000000000005,4.2307,Brouwerij De Achelse Kluis,De Kluis 1,Achel,Limburg,,Belgium,32-011-80-07-60,
265,290,50.7586,4.3012,Brouwerij De Block,Nieuwbaan 92,Merchtem-Peizegem,Vlaams Brabant,,Belgium,32-052-37-21-59,
266,291,50.9462,3.1362,Brouwerij De Dolle Brouwers,Roeselarestraat 12b,Esen,West-Vlaanderen,BE-8160,Belgium,,http://www.dedollebrouwers.be/
267,292,50.831,3.6759,Brouwerij de Gouden Boom,,Brugge,West-Vlaanderen,,Belgium,,
268,293,51.1168,5.6464,Brouwerij De Keersmaeker,Lierput 1,Kobbegem,Vlaams Brabant,,Belgium,32-02-454-11-11,
269,295,50.5018,4.1086,Brouwerij De Landtsheer,Mandekenstraat 179,Buggenhout,Oost-Vlaanderen,,Belgium,32-052-33-39-11,
270,296,50.8425,2.6362,Brouwerij De Ranke,Brugsstraat 43,Wevelgem,West-Vlaanderen,,Belgium,32-056-41-82-41,
271,297,51.4439,4.7386,Brouwerij De Regenboog,Astridlaan 134,Assebroek,West-Vlaanderen,,Belgium,32-050/37.38.33,
272,298,51.0923,3.01,Brouwerij De Smedt,Ringlaan 18,Opwijk,Vlaams Brabant,,Belgium,32-052-35-99-11,
273,299,51.1287,3.4785,Brouwerij der Sint-Benedictusabdij de Achelse Kluis,,Achel,,,Belgium,,http://www.achelsekluis.org/
274,300,50.8564,3.8845,Brouwerij Duvel Moortgat,,Breendonk,,,Belgium,,
275,301,50.8612,2.6615,Brouwerij Duysters,Michel Theysstraat 58A,Diest,Vlaams Brabant,,Belgium,32-013-77-10-07,
276,302,50.7778,4.8877,Brouwerij Girardin,Lindenbergstraat 10,Sint-Ulriks-Kapelle,Vlaams Brabant,,Belgium,32-024-52-64-19,
277,303,50.9201,3.2579,Brouwerij Het Anker,Guido Gezellelaan 49,Mechelen,Antwerpen,,Belgium,32-015-28-71-47,http://www.hetanker.be/
278,304,51.1766,3.7462,Brouwerij Huyghe,Brusselse Steenweg 282,Melle,Oost-Vlaanderen,,Belgium,32-092-52-15-01,
279,305,50.8322,3.3884,Brouwerij Kerkom,Naamsesteenweg 469,Kerkom,Limburg,,Belgium,32-011-68-20-87,
280,307,49.9622,20.6003,Brouwerij Liefmans,200 Aalststraat,Oudenaarde,Oost-Vlaanderen,,Belgium,32-055-31-13-92,http://www.liefmans.be/
281,309,49.6622,19.1742,Brouwerij Lindemans,Lenniksebaan 257,Vlezenbeek,Vlaams Brabant,,Belgium,32-025-69-03-90,
282,310,45.638000000000005,-89.4127,Brouwerij Nacional Balashi,,,,,Aruba,297 854805,http://www.balashi.com/balashi/
283,311,38.2554,-85.7441,Brouwerij Oud Beersel,Laarheiestraat 230,Beersel,Vlaams Brabant,,Belgium,,
284,312,56.0746,12.1161,Brouwerij Rodenbach,Spanjestraat 133-141,Roeselare,West-Vlaanderen,,Belgium,32-051-27-28-10,
285,313,42.5083,-89.0318,Brouwerij Roman,Hauwaart 105,Oudenaarde,Oost-Vlaanderen,,Belgium,32-055-45-54-01,
286,314,40.1119,-76.5031,Brouwerij Sint-Jozef,Itterplein 19,Opitter,Limburg,,Belgium,32-089-86-47-11,
287,317,39.705,-104.936,Brouwerij Slaghmuylder,Denterhoutembaan 2,Ninove,Oost-Vlaanderen,,Belgium,32-054-33-18-31,
288,318,36.7477,-119.772,Brouwerij St-Feuillien,"20, rue d'Houdeng",Le Roeulx,Hainaut,,Belgium,32-(0)64-31-18-18,
289,319,41.2404,-77.0057,Brouwerij St. Bernardus,Trappistenweg 23,Watou,West-Vlaanderen,,Belgium,32-057/38.80.21,http://www.sintbernardus.be
290,320,52.056000000000004,-2.7175,Brouwerij Sterkens,Meerdorp 20,Hoogstraten-Meer,Antwerpen,,Belgium,32-03-317-00-50,
291,322,52.8065,-1.6225,Brouwerij Strubbe,Markt 1,Ichtegem,West-Vlaanderen,,Belgium,32-051-58-81-16,
292,323,39.7245,-121.848,Brouwerij The Musketiers,Tramstraat 8,Ursel,Oost-Vlaanderen,,Belgium,32-(0)-9-226-42-76,
293,324,36.7477,-119.772,Brouwerij Van Den Bossche,St Lievensplein 16,Sint-Lievens-Esse,Oost-Vlaanderen,,Belgium,32-054-50-04-11,
294,325,41.5713,-71.0571,Brouwerij Van Eecke,Douvieweg 2,Watou,West-Vlaanderen,,Belgium,32-057-42-20-05,
295,326,41.1607,-104.802,Brouwerij van Hoegaarden,Stoopkensstraat 46,Hoegaarden,Vlaams Brabant,,Belgium,32-016-76-98-11,
296,327,42.6542,-73.7481,Brouwerij Van Honsebrouck,Oostrozebekestraat 43,Ingelmunster,West-Vlaanderen,,Belgium,32-051-33-51-60,
297,328,42.1844,-122.663,Brouwerij Van Steenberge,Lindenlaan 25,Ertvelde,Oost-Vlaanderen,,Belgium,32-09-344-50-71,
298,329,55.9358,-3.2297,Brouwerij Verhaeghe,Beukenhofstraat 96,Vichte,West-Vlaanderen,,Belgium,32-056-77-70-32,
299,330,35.931999999999995,-84.012,Browar NamysÃâÃÂ³w Sp. z o.o.,ul. Bolesawa Chrobrego 26,NamysÃâÃÂ³w,,,Poland,48-(077)-40-39-100,
300,331,37.9735,-122.531,Browar Okocim,ul. Browarna 14,Brzesko,,,Poland,48-0146865000,http://www.okocim.pl/
301,332,32.9147,-117.146,Browar Warka,ul. GoÃâºniewska 65,Warka,,,Poland,+48(0-48) 666 11 11,http://www.warka.com.pl/
302,333,42.3664,-71.0911,Browar Zywiec,ul. Browarna 88,Zywiec,,34-300,Poland,48-0-33-614-614,http://www.zywiec.com.pl/
303,334,43.4745,-79.6775,Brown Street Brewery,16 North Brown Street,Rhinelander,Wisconsin,54501,United States,1-715-369-2100,
304,335,41.4995,-81.6954,Brownings,401 East Main St.,Louisville,Kentucky,40202,United States,502.515.0174,http://www.diningonmain.com/Brownings/Brownings_home.html
305,336,52.1344,-106.648,Bryggeriet lfabrikken,Hollselund Strandvej 74,Tisvildeleje,,,Denmark,45-70-20-79-30,
306,337,42.6102,-70.6664,BT McClintic Beer Company,,Beloit,Wisconsin,,United States,,
307,338,43.0949,-89.5163,Bube's Brewery,102 North Market Street,Mount Joy,Pennsylvania,17552,United States,717) 653-2056,http://www.bubesbrewery.com
308,339,38.8999,-77.0272,Budjovick Budvar,Karoliny Svtl 4,esk Budjovice,,,Czech Republic,420-387-705-111,
309,340,38.8411,-77.0869,Budjovick Mansk Pivovar,Lidick  51,esk Budjovice,,,Czech Republic,420-038-866-201,
310,341,41.126000000000005,-73.7896,Bull & Bush Pub & Brewery,4700 Cherry Creek Drive South,Denver,Colorado,80246,United States,1-303-759-0333,
311,342,52.8042,-6.7295,Bulldog Brewing,,Fresno,California,,United States,,
312,343,52.7196,-6.846,Bullfrog Brewery,231 W. Fourth Street,Williamsport,Pennsylvania,17701,United States,570.326.4700,http://www.bullfrogbrewery.com
313,344,55.6667,12.5393,Bulmer Cider,,Hereford,,,United Kingdom,,
314,345,56.9002,12.5405,BÃÂ¼rgerbrÃÂ¤u Wolnzach,Am Brunnen 2,Wolnzach,Bayern,,Germany,49-(0)8442-/-955514,
315,346,-37.8231,144.967,Burton Bridge Brewery,Bridge Street,Burton-upon-Trent,Staffordshire,DE14 1SY,United Kingdom,44-(01283)-510573,http://www.burtonbridgebrewery.co.uk/Index.shtml
316,347,42.2689,-89.0907,Butte Creek Brewing,945 West Second Street,Chico,California,95928,United States,1-530-894-7906,
317,348,36.6777,-121.656,Butterfield Brewing #1,,Fresno,California,,United States,,
318,349,35.6231,-80.8011,Buzzards Bay Brewing Inc.,98 Horseneck Rd,Westport,Massachusetts,2790,United States,(508) 636-2288,http://www.buzzardsbrew.com/
319,350,35.9103,-79.0632,C.B. & Potts of Cheyenne,1650 Dell Range Boulevard,Cheyenne,Wyoming,82001,United States,1-307-632-8636,
320,351,37.2748,-107.88,C.H. Evans Brewing Company,19 Quackenbush Square,Albany,New York,12207,United States,(518) 447-9000,http://www.evansale.com/
321,352,43.7548,-71.3967,Caldera Brewing,540 Clover Lane,Ashland,Oregon,97520,United States,1-541-482-4677,http://www.calderabrewing.com
322,354,43.648999999999994,-72.3193,Caledonian Brewing,42 Slateford Road,Edinburgh,Scotland,,United Kingdom,44-(0131)-337-1286,
323,355,41.9625,-91.6918,Calhoun's Microbrewery,6515 Kingston Pike,Knoxville,Tennessee,37919,United States,1-865-673-3377,
324,356,30.2672,-97.7431,California Cider Company,,San Rafael,California,,United States,,
325,357,49.1873,-122.85,Callahan's Pub and Brewery,8280-A Mira Mesa Boulevard,San Diego,California,92126,United States,1-858-578-7892,
326,358,44.4419,-89.2797,Cambridge Brewing,1 Kendall Square #100,Cambridge,Massachusetts,2139,United States,1-617-494-1994,http://www.cambrew.com/
327,359,14.6133,-90.5353,Cameron's Brewing,1165 Invicta Drive,Oakville,Ontario,0,Canada,1-905-849-8282,
328,360,25.7091,-100.314,Camerons Brewery Company,Lion Brewery,Harltepool,Cleveland,,United Kingdom,44-(01429)-266-666,
329,363,-32.8902,-68.844,Canadian Brewery,,Saskatoon,Saskatchewan,,Canada,,
330,364,37.4316,-78.6569,Cape Ann Brewing,27 Commercial Street,Gloucester,Massachusetts,1930,United States,1-866-233-7636,
331,367,19.7219,-101.225,Capital City Brewing Company,"1100 New York Ave, NW",Washington,District of Columbia,20005,United States,202.628.2222,http://www.capcitybrew.com
332,368,-25.1688,-50.1298,Capitol City Brewing #4,2700 South Quincy Street,Arlington,Virginia,22206,United States,1-703-578-3888,
333,369,-26.8914,-49.1223,Captain Lawrence Brewing Company,99 Castleton Street,Pleasantville,New York,10570,United States,914-741-BEER,http://www.captainlawrencebrewing.com/
334,371,35.14,-106.6,Carlow Brewing Company,"The Goods Store, Station Road",Carlow,,,Ireland,353 (0)59  9134356,http://www.carlowbrewing.com
335,372,52.1321,-0.4815,Carlsberg Bryggerierne,Vesterflledvej 100,Kbenhavn,,,Denmark,45-33-27-33-27,
336,373,28.2126,-80.6734,Carlsberg Sverige AB,rstadvgen,Falkenberg,,,Sweden,46-08-757-70-00,
337,374,40.7457,-74.0086,Carlton and United Breweries,77 Southbank Boulevard,Melbourne,Victoria,,Australia,61-(03)-9342-5511,
338,375,44.8342,-87.37700000000001,Carlyle Brewing,215 East State Street,Rockford,Illinois,61104,United States,1-815-963-2739,
339,376,39.8023,-105.084,Carmel Brewing,,Salinas,California,,United States,,
340,377,36.1476,-115.29799999999999,Carolina Beer Company,110 Barley Park Lane,Mooresville,North Carolina,28115,United States,(704) 799-2337,http://www.carolinabeer.com/
341,378,50.0355,4.3777,Carolina Brewery,460 West Franklin Street,Chapel Hill,North Carolina,27516,United States,1-919-942-1800,
342,379,27.9587,-82.5093,Carver Brewing Co.,1022 Main Ave.,Durango,Colorado,81301,United States,(970) 259 - 2545,http://www.carverbrewing.com/_/home.htm
343,380,39.7684,-86.15799999999999,Castle Springs Brewery,,Moultonborough,New Hampshire,,United States,,
344,339,43.8042,-91.2526,Cat's Paw Home Brew,,,,,United States,,
345,382,33.8575,-117.876,Catamount Brewing,,White River Junction,Vermont,,United States,,
346,383,41.4995,-81.6994,Cedar Brewing,,Cedar Rapids,Iowa,,United States,,
347,384,40.6598,-74.283,Celis Brewery,,Austin,Texas,,United States,,
348,385,39.2308,-76.6751,Central City Brewing Company,13450 - 102 Avenue,Surrey,British Columbia,,Canada,,http://www.centralcitybrewing.com/
349,386,50.9401,6.957000000000001,Central Waters Brewing Company,351 Allen Street,Amherst,Wisconsin,54406,United States,1-715-824-2739,http://www.centralwaters.com/
350,387,35.2205,-97.4439,Cervecera Centro Americana S.A.,"3ra.Av.Norte Final, Finca El Zapote, Zona 2",Guatemala City,,,Guatemala,502-288-1555-/-289-1,
351,388,30.396,-88.8853,Cervecera Cuauhtmoc-Moctezuma,Av.Alfonso Reyes Norte No.2202,Monterrey,Nuevo Leon,,Mexico,52-81-8328-5000,http://www.ccm.com.mx/
352,389,37.0013,-121.566,Cervecera del Pacfico,Calz.Gabriel Leyva y Melchor Ocampo,Mazatln,Sinaloa,,Mexico,52-1-28-71-6011,
353,390,37.978,-122.031,Cervecera Hondurea,Carretera a Puerto Corts,San Pedro Sula,,,Honduras,504-550-0100,
354,391,47.6745,-116.78399999999999,Cervecera Jerome,Mendoza,Mendoza,,,Argentina,54-0261-4320449,
355,392,45.4582,-94.4291,Cervecera Nacional,Va Ricardo J. Alfaro y Transistmica,El Dorado,,,Panama,507-236-1400,
356,393,42.417,-88.074,Cerveceria Bucanero,Circunvalacin Sur Km. 3 1/2,Holguin,,,Cuba,53-(5324)-46-8226,
357,394,42.3584,-71.0598,CervecerÃÂ­a La Constancia,,San Salvador,,,El Salvador,2231-5143,http://www.laconstancia.com/
358,396,43.3177,-73.64,Cervejaria de Macau,"Unit 1-B, Blk. A, Edf. Ind. Fei Tong",Macao,,,Macao,,
359,397,-34.8727,138.57299999999998,Cervejaria Kaiser Brasil,"Avenida Tocantins, 199 / Caixa Postal 621",Ponta Grossa,Paran,,Brazil,55-(42)-219-2000,
360,398,42.5893,-74.9403,Cervejaria Sudbrack,"Rua Bahia, 5181",Blumenau,Santa Catarina,,Brazil,55-(47)-3488-7371,http://www.eisenbahn.com.br/
361,399,39.7599,-105.219,Cervezas Alhambra,"Avenida de Murcia, 1",Granada,,,Spain,34-958817205,
362,400,37.7273,-89.2168,Chama River Brewing,4939 Pan American Freeway NE,Albuquerque,New Mexico,87109,United States,1-505-342-1800,
363,401,40.9222,-98.3581,Charles Wells Ltd.,Havelock Street,Bedford,Bedford,,United Kingdom,44-(01234)-272766,
364,402,40.8942,-77.1971,Charlie and Jake's Brewery and BBQ,6300 North Wickham Road #137,Melbourne,Florida,32940,United States,1-321-752-7675,
365,403,43.5323,-90.0099,Chelsea Brewing Company,"Chelsea Piers, Pier 59",New York,New York,10011,United States,212.336.6440,http://chelseabrewingco.com/
366,404,32.6976,-117.17299999999999,Cherryland Brewing,,Sturgeon Bay,Wisconsin,,United States,,
367,405,41.537,-71.2796,Cheshire Cat Brewery,7803 Ralston Road,Arvada,Colorado,80002,United States,1-303-431-9000,
368,406,53.8846,-1.2652,Chicago Brewing,2201 South Fort Apache Road,Las Vegas,Nevada,89117,United States,1-702-254-3333,
369,407,41.5855,-93.62100000000001,Chimay (Abbaye Notre Dame de Scourmont),Route de Charlemagne 8,Chimay,,,Belgium,+32 (0)60 21 03 27,http://www.chimay.com
370,408,44.0886,-87.6576,Cigar City Brewing,3924 West Spruce Street Suite A,Tampa,Florida,33607,United States,813-348-6363 ext 206,http://cigarcitybeer.com/
371,409,40.2795,-75.2143,Circle V Brewing,,Indianapolis,Indiana,,United States,,
372,410,40.4313,-104.68799999999999,"City Brewing Company, LLC",925 South Third Street,La Crosse,Wisconsin,54601,United States,1-608-785-4200,http://www.citybrewery.com/
373,411,34.1696,-118.15899999999999,CJ's Brewery & Grill,,La Jolla,California,,United States,,
374,412,40.8069,-96.6817,Cleveland ChopHouse and Brewery,824 West St.Clair Avenue,Cleveland,Ohio,44113,United States,1-216-623-0909,
375,413,29.9558,-90.0641,Climax Brewing Copmany,112 Valley Road,Roselle Park,New Jersey,7204,United States,(908) 620-9585,http://www.climaxbrewing.com/
376,414,38.8698,-106.98700000000001,Clipper City Brewing Co.,4615-B Hollins Ferry Road,Baltimore,Maryland,21227,United States,1-410-247-7822,http://www.ccbeer.com/
377,415,40.8726,-74.2964,Clner Hofbrau Frh,Am Hof 12-14,Kln,Nordrhein-Westfalen,,Germany,49-(0)221-/-2613-0,
378,416,41.4995,-81.6954,Coach's Norman,102 West Main,Norman,Oklahoma,73069,United States,1-405-360-5726,
379,417,40.6936,-89.589,Coast Brewing,,Biloxi,Mississippi,,United States,,
380,418,54.2912,-0.8406,Coast Range Brewing,7050 Monterey Street,Gilroy,California,95020,United States,1-408-842-1000,
381,419,43.1147,-89.6531,Coastal Fog Brewing,,Concord,California,,United States,,
382,420,31.7291,-116.57799999999999,Coeur d'Alene Brewing Company,209 Lakeside Avenue,Coeur d'Alene,Idaho,83814,United States,(208) 664-2739,http://www.cdabrewing.com/
383,421,41.8539,-88.2776,Cold Spring Brewing,219 Red River Avenue North,Cold Spring,Minnesota,56320,United States,1-320-685-8686,http://www.coldspringbrewery.com/
384,422,38.2309,-85.7055,Columbia Bay Brewery Restaurant and Pub,,Lake Villa,Illinois,,United States,,
385,423,43.7076,-70.3149,Commonwealth Brewing #1,,Boston,Massachusetts,,United States,,
386,424,50.6059,3.3884,Coniston Brewing,Coppermines Road,Coniston,Cumbria,,United Kingdom,44-(01539)-441133,
387,425,53.9999,-1.501,Cooper's Cave Ale Company,2 Sagamore Street,Glens Falls,New York,12801,United States,518.792.0007,http://www.cooperscaveale.com/
388,426,42.2667,-84.9641,Coopers Brewery,461 South Road,Regency Park,South Australia,,Australia,61-(08)-8440-1800,http://www.coopers.com.au/
389,427,29.8994,-90.1004,Cooperstown Brewing Company,"River Street, P.O. Box 276",Milford,New York,13807,United States,607-286-9330,http://www.cooperstownbrewing.com/
390,428,51.4421,4.9232,Coors Brewing - Golden Brewery,311 Tenth Street,Golden,Colorado,80401,United States,1-866-812-2337,http://www.coors.com
391,429,53.0606,5.5342,Copper Dragon Brewing,,Carbondale,Illinois,62901,United States,1-618-549-3348,
392,430,51.2026,3.2242,Copper Eagle Brewing,,Grand Island,Nebraska,,United States,,
393,431,51.0811,3.3699,Copper Kettle Brewery,339 Fairground Rd,Millmont,Pennsylvania,17845,United States,270-342-1638,http://www.ckbrewery.com/
394,432,51.1159,3.8158,Corner Pub,100 Main Street,Reedsburg,Wisconsin,53959,United States,1-608-524-8989,
395,433,50.9229,2.7518,Coronado Brewing Company,170 Orange Avenue,Coronado,California,92118,United States,1-619-437-4452,http://www.coronadobrewingcompany.com/
396,434,39.5584,-79.3528,Costal Extreme Brewing Company,307 Oliphant Lane,Middletown,Rhode Island,2842,United States,(401) 849-5232,http://www.newportstorm.com/
397,435,39.2904,-76.6122,Courage Brewery,Tadcaster LS24 9SA,Tadcaster,North Yorkshire,,United Kingdom,44-(01937)-832091,
398,436,32.7153,-117.15700000000001,Court Avenue Brewing,309 Court Avenue,Des Moines,Iowa,50309,United States,1-515-282-2739,
399,437,43.0481,-88.3553,Courthouse Pub,1001 South Eighth Street,Manitowoc,Wisconsin,54220,United States,1-920-686-1166,
400,438,38.2362,-122.64,Crabby Larry's Brewpub Steak & Crab House,237 West Butler Avenue,Chalfont,Pennsylvania,18914,United States,1-215-822-8788,http://www.crabbylarrys.com/
401,439,44.3478,-87.8273,Crabtree Brewery,625 3rd St. #D,Greeley,Colorado,80631,United States,[970] 356-0516,http://www.crabtreebrewing.com
402,440,39.7553,-104.99700000000001,Craftsman Brewing,1260 Lincoln Avenue #100,Pasadena,California,91103,United States,1-626-296-2537,
403,441,44.0474,-121.323,Crane River Brewpub and Cafe,,Lincoln,Nebraska,,United States,,
404,442,33.9858,-96.6515,Crescent City Brewhouse,527 Decatur Street,New Orleans,Louisiana,70130,United States,1-888-819-9330,
405,443,39.1361,-84.5031,Crested Butte Brewery &  Pub,226 Elk Avenue,Crested Butte,Colorado,81224,United States,1-970-349-5026,
406,444,34.7473,-92.2839,Cricket Hill,24 Kulick Road,Fairfield,New Jersey,7004,United States,973-276-9415,http://www.crickethillbrewery.com
407,445,47.9485,-122.305,Crooked River Brewing,,Cleveland,Ohio,,United States,,
408,446,41.4995,-81.6954,Crooked Waters Brewing,,Peoria,Illinois,,United States,,
409,447,46.7713,-123.007,Cropton Brewery,Cropton,Pickering,North Yorkshire,,United Kingdom,44-(01751)-417330,
